"trial","choice","action","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"0","risky","observe","69","red-54","blue-45","safe","risky","7111","bandit-task","7","121951","0.0-6.0","20754","high"
"1","safe","observe","49","red-178","blue-88","safe","risky","2429","bandit-task","8","129207","0.0-7.0","20754","high"
"2","risky","observe","17","red-68","blue-165","safe","risky","1094","bandit-task","9","134288","0.0-8.0","20754","high"
"3","safe","observe","49","red-145","blue-190","safe","risky","1180","bandit-task","10","138680","0.0-9.0","20754","high"
"4","safe","observe","50","red-86","blue-130","safe","risky","1229","bandit-task","11","143313","0.0-10.0","20754","high"
"5","safe","observe","50","red-53","blue-139","safe","risky","1006","bandit-task","12","147297","0.0-11.0","20754","high"
"6","safe","claim","50","red-103","blue-109","safe","risky","1517","bandit-task","13","152241","0.0-12.0","20754","high"
"7","risky","claim","45","red-141","blue-99","safe","risky","733","bandit-task","14","156715","0.0-13.0","20754","high"
"8","risky","claim","38","red-135","blue-92","safe","risky","1332","bandit-task","15","161315","0.0-14.0","20754","high"
"9","safe","observe","51","red-111","blue-82","safe","risky","926","bandit-task","16","165708","0.0-15.0","20754","high"
"10","safe","claim","49","red-62","blue-15","safe","risky","988","bandit-task","17","171012","0.0-16.0","20754","high"
"11","risky","observe","75","red-193","blue-36","safe","risky","1316","bandit-task","18","175437","0.0-17.0","20754","high"
"12","safe","observe","49","red-84","blue-69","safe","risky","1053","bandit-task","19","179413","0.0-18.0","20754","high"
"13","safe","observe","50","red-58","blue-80","safe","risky","828","bandit-task","20","184063","0.0-19.0","20754","high"
"14","safe","observe","51","red-121","blue-124","safe","risky","2181","bandit-task","21","190439","0.0-20.0","20754","high"
"15","safe","claim","51","red-163","blue-182","safe","risky","524","bandit-task","22","194744","0.0-21.0","20754","high"
"16","safe","claim","49","red-149","blue-184","safe","risky","324","bandit-task","23","198992","0.0-22.0","20754","high"
"17","risky","observe","35","red-136","blue-196","safe","risky","461","bandit-task","24","202665","0.0-23.0","20754","high"
"18","risky","observe","21","red-194","blue-133","safe","risky","1172","bandit-task","25","207529","0.0-24.0","20754","high"
"19","safe","claim","50","red-144","blue-9","safe","risky","782","bandit-task","26","212642","0.0-25.0","20754","high"
"20","safe","claim","49","red-191","blue-7","safe","risky","653","bandit-task","27","217043","0.0-26.0","20754","high"
"21","safe","observe","51","red-93","blue-94","safe","risky","597","bandit-task","28","221451","0.0-27.0","20754","high"
"22","safe","claim","49","red-5","blue-155","safe","risky","885","bandit-task","29","226124","0.0-28.0","20754","high"
"23","safe","claim","48","red-6","blue-116","safe","risky","749","bandit-task","30","230316","0.0-29.0","20754","high"
"24","safe","claim","49","red-189","blue-78","safe","risky","2062","bandit-task","31","235979","0.0-30.0","20754","high"
"25","safe","claim","49","red-123","blue-43","safe","risky","590","bandit-task","32","240341","0.0-31.0","20754","high"
"26","safe","claim","50","red-159","blue-142","safe","risky","525","bandit-task","33","244678","0.0-32.0","20754","high"
"27","safe","claim","49","red-179","blue-29","safe","risky","493","bandit-task","34","248622","0.0-33.0","20754","high"
"28","safe","claim","49","red-122","blue-204","safe","risky","1077","bandit-task","35","252855","0.0-34.0","20754","high"
"29","safe","claim","49","red-30","blue-66","safe","risky","589","bandit-task","36","257087","0.0-35.0","20754","high"
"30","safe","observe","49","red-63","blue-31","safe","risky","677","bandit-task","37","261512","0.0-36.0","20754","high"
"31","safe","claim","51","red-174","blue-57","safe","risky","548","bandit-task","38","265481","0.0-37.0","20754","high"
"32","safe","claim","50","red-75","blue-185","safe","risky","394","bandit-task","39","269320","0.0-38.0","20754","high"
"33","safe","claim","49","red-81","blue-160","safe","risky","11360","bandit-task","40","284523","0.0-39.0","20754","high"
"34","safe","claim","50","red-129","blue-148","safe","risky","404","bandit-task","41","288019","0.0-40.0","20754","high"
"35","safe","claim","51","red-95","blue-195","safe","risky","428","bandit-task","42","291378","0.0-41.0","20754","high"
