"trial","choice","action","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"0","safe","observe","49","blue-69","red-51","safe","risky","5937","bandit-task","7","127426","0.0-6.0","20210","high"
"1","risky","observe","71","blue-137","red-2","safe","risky","3411","bandit-task","8","134555","0.0-7.0","20210","high"
"2","safe","claim","50","blue-167","red-80","safe","risky","2037","bandit-task","9","140607","0.0-8.0","20210","high"
"3","risky","observe","73","blue-194","red-76","safe","risky","2297","bandit-task","10","146711","0.0-9.0","20210","high"
"4","safe","observe","51","blue-29","red-101","safe","risky","2478","bandit-task","11","152755","0.0-10.0","20210","high"
"5","safe","claim","51","blue-159","red-160","safe","risky","1549","bandit-task","12","158050","0.0-11.0","20210","high"
"6","risky","observe","56","blue-86","red-92","safe","risky","2354","bandit-task","13","164338","0.0-12.0","20210","high"
"7","safe","claim","50","blue-186","red-175","safe","risky","1441","bandit-task","14","169461","0.0-13.0","20210","high"
"8","risky","observe","61","blue-199","red-149","safe","risky","1928","bandit-task","15","175001","0.0-14.0","20210","high"
"9","safe","claim","50","blue-8","red-150","safe","risky","1368","bandit-task","16","180196","0.0-15.0","20210","high"
"10","risky","claim","23","blue-55","red-46","safe","risky","1564","bandit-task","17","186313","0.0-16.0","20210","high"
"11","risky","observe","70","blue-182","red-94","safe","risky","1447","bandit-task","18","191616","0.0-17.0","20210","high"
"12","safe","claim","50","blue-104","red-114","safe","risky","2602","bandit-task","19","197812","0.0-18.0","20210","high"
"13","risky","observe","45","blue-152","red-145","safe","risky","2769","bandit-task","20","204408","0.0-19.0","20210","high"
"14","risky","claim","67","blue-95","red-172","safe","risky","1953","bandit-task","21","210468","0.0-20.0","20210","high"
"15","safe","claim","51","blue-56","red-97","safe","risky","1714","bandit-task","22","215979","0.0-21.0","20210","high"
"16","risky","claim","60","blue-103","red-60","safe","risky","1824","bandit-task","23","221740","0.0-22.0","20210","high"
