"trial","choice","action","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"0","safe","observe","51","blue-148","red-93","safe","risky","7425","bandit-task","7","688464","0.0-6.0","20884","low"
"1","risky","observe","69","blue-148","red-93","safe","risky","2680","bandit-task","8","697188","0.0-7.0","20884","low"
"2","risky","claim","54","blue-148","red-93","safe","risky","6367","bandit-task","9","707754","0.0-8.0","20884","low"
"3","safe","claim","49","blue-148","red-93","safe","risky","1789","bandit-task","10","716656","0.0-9.0","20884","low"
"4","risky","observe","67","blue-148","red-93","safe","risky","2618","bandit-task","11","724620","0.0-10.0","20884","low"
"5","risky","claim","68","blue-148","red-93","safe","risky","4110","bandit-task","12","732894","0.0-11.0","20884","low"
"6","safe","observe","49","blue-148","red-93","safe","risky","831","bandit-task","13","739225","0.0-12.0","20884","low"
"7","risky","claim","36","blue-148","red-93","safe","risky","7381","bandit-task","14","758133","0.0-13.0","20884","low"
"8","safe","claim","52","blue-148","red-93","safe","risky","4677","bandit-task","15","768099","0.0-14.0","20884","low"
"9","safe","observe","48","blue-148","red-93","safe","risky","1095","bandit-task","16","773878","0.0-15.0","20884","low"
"10","risky","claim","65","blue-148","red-93","safe","risky","932","bandit-task","17","779732","0.0-16.0","20884","low"
"11","safe","claim","51","blue-148","red-93","safe","risky","2093","bandit-task","18","788247","0.0-17.0","20884","low"
"12","risky","claim","80","blue-148","red-93","safe","risky","2355","bandit-task","19","795502","0.0-18.0","20884","low"
"13","safe","observe","50","blue-148","red-93","safe","risky","859","bandit-task","20","800962","0.0-19.0","20884","low"
"14","risky","observe","79","blue-148","red-93","safe","risky","995","bandit-task","21","805798","0.0-20.0","20884","low"
"15","risky","claim","11","blue-148","red-93","safe","risky","654","bandit-task","22","810278","0.0-21.0","20884","low"
"16","safe","observe","49","blue-148","red-93","safe","risky","955","bandit-task","23","815123","0.0-22.0","20884","low"
"17","safe","observe","51","blue-148","red-93","safe","risky","1489","bandit-task","24","820068","0.0-23.0","20884","low"
"18","safe","observe","50","blue-148","red-93","safe","risky","691","bandit-task","25","824864","0.0-24.0","20884","low"
"19","risky","observe","22","blue-148","red-93","safe","risky","1878","bandit-task","26","830306","0.0-25.0","20884","low"
"20","safe","claim","50","blue-148","red-93","safe","risky","775","bandit-task","27","835348","0.0-26.0","20884","low"
"21","risky","claim","29","blue-148","red-93","safe","risky","602","bandit-task","28","840187","0.0-27.0","20884","low"
