"trial","choice","action","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"0","safe","observe","49","red-104","blue-46","safe","risky","27213","bandit-task","7","484685","0.0-6.0","21639","high"
"1","risky","observe","74","red-198","blue-127","safe","risky","2938","bandit-task","8","492690","0.0-7.0","21639","high"
"2","safe","claim","51","red-186","blue-129","safe","risky","1331","bandit-task","9","497730","0.0-8.0","21639","high"
"3","risky","observe","50","red-14","blue-61","safe","risky","1107","bandit-task","10","504051","0.0-9.0","21639","high"
"4","safe","observe","50","red-203","blue-178","safe","risky","2196","bandit-task","11","510038","0.0-10.0","21639","high"
"5","safe","observe","49","red-24","blue-10","safe","risky","1845","bandit-task","12","515106","0.0-11.0","21639","high"
"6","risky","observe","70","red-91","blue-12","safe","risky","768","bandit-task","13","519320","0.0-12.0","21639","high"
"7","risky","observe","43","red-164","blue-20","safe","risky","1562","bandit-task","14","524203","0.0-13.0","21639","high"
"8","risky","observe","72","red-166","blue-49","safe","risky","2628","bandit-task","15","530507","0.0-14.0","21639","high"
"9","risky","observe","23","red-162","blue-7","safe","risky","2186","bandit-task","16","536123","0.0-15.0","21639","high"
"10","safe","claim","51","red-74","blue-125","safe","risky","1179","bandit-task","17","540901","0.0-16.0","21639","high"
"11","risky","claim","44","red-160","blue-190","safe","risky","1597","bandit-task","18","545805","0.0-17.0","21639","high"
"12","risky","claim","76","red-100","blue-135","safe","risky","1410","bandit-task","19","550758","0.0-18.0","21639","high"
"13","safe","claim","49","red-33","blue-140","safe","risky","3789","bandit-task","20","557955","0.0-19.0","21639","high"
"14","risky","claim","22","red-98","blue-51","safe","risky","1176","bandit-task","21","562414","0.0-20.0","21639","high"
"15","risky","claim","49","red-76","blue-16","safe","risky","1380","bandit-task","22","568498","0.0-21.0","21639","high"
"16","safe","claim","51","red-81","blue-27","safe","risky","1565","bandit-task","23","573351","0.0-22.0","21639","high"
"17","safe","claim","51","red-112","blue-175","safe","risky","7738","bandit-task","24","585217","0.0-23.0","21639","high"
"18","risky","observe","78","red-97","blue-111","safe","risky","1719","bandit-task","25","590447","0.0-24.0","21639","high"
"19","safe","observe","49","red-17","blue-201","safe","risky","2210","bandit-task","26","596282","0.0-25.0","21639","high"
"20","risky","observe","31","red-103","blue-154","safe","risky","1419","bandit-task","27","601012","0.0-26.0","21639","high"
"21","safe","claim","50","red-71","blue-52","safe","risky","2441","bandit-task","28","606701","0.0-27.0","21639","high"
"22","risky","claim","56","red-136","blue-124","safe","risky","1578","bandit-task","29","613137","0.0-28.0","21639","high"
"23","risky","claim","64","red-173","blue-57","safe","risky","2296","bandit-task","30","619513","0.0-29.0","21639","high"
