"trial","choice","action","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"0","risky","claim","61","blue-37","red-130","safe","risky","5964","bandit-task","7","901677","0.0-6.0","21496","low"
"1","safe","claim","51","blue-37","red-130","safe","risky","4118","bandit-task","8","909837","0.0-7.0","21496","low"
"2","risky","claim","65","blue-37","red-130","safe","risky","1736","bandit-task","9","915693","0.0-8.0","21496","low"
"3","safe","claim","49","blue-37","red-130","safe","risky","2042","bandit-task","10","921676","0.0-9.0","21496","low"
"4","risky","claim","17","blue-37","red-130","safe","risky","684","bandit-task","11","925964","0.0-10.0","21496","low"
"5","safe","claim","51","blue-37","red-130","safe","risky","585","bandit-task","12","930454","0.0-11.0","21496","low"
"6","risky","observe","15","blue-37","red-130","safe","risky","390","bandit-task","13","935656","0.0-12.0","21496","low"
"7","safe","claim","51","blue-37","red-130","safe","risky","2409","bandit-task","14","941735","0.0-13.0","21496","low"
"8","safe","claim","50","blue-37","red-130","safe","risky","800","bandit-task","15","946447","0.0-14.0","21496","low"
"9","safe","claim","50","blue-37","red-130","safe","risky","837","bandit-task","16","951106","0.0-15.0","21496","low"
"10","risky","observe","73","blue-37","red-130","safe","risky","760","bandit-task","17","955791","0.0-16.0","21496","low"
"11","safe","claim","48","blue-37","red-130","safe","risky","692","bandit-task","18","960222","0.0-17.0","21496","low"
"12","safe","claim","50","blue-37","red-130","safe","risky","977","bandit-task","19","964461","0.0-18.0","21496","low"
"13","safe","claim","51","blue-37","red-130","safe","risky","521","bandit-task","20","969198","0.0-19.0","21496","low"
"14","risky","claim","71","blue-37","red-130","safe","risky","440","bandit-task","21","973581","0.0-20.0","21496","low"
"15","safe","claim","53","blue-37","red-130","safe","risky","453","bandit-task","22","977936","0.0-21.0","21496","low"
"16","safe","claim","51","blue-37","red-130","safe","risky","453","bandit-task","23","982175","0.0-22.0","21496","low"
"17","safe","claim","49","blue-37","red-130","safe","risky","425","bandit-task","24","986302","0.0-23.0","21496","low"
"18","risky","claim","53","blue-37","red-130","safe","risky","435","bandit-task","25","990089","0.0-24.0","21496","low"
"19","risky","claim","22","blue-37","red-130","safe","risky","396","bandit-task","26","993933","0.0-25.0","21496","low"
"20","safe","claim","47","blue-37","red-130","safe","risky","1701","bandit-task","27","999127","0.0-26.0","21496","low"
"21","risky","claim","36","blue-37","red-130","safe","risky","628","bandit-task","28","1003087","0.0-27.0","21496","low"
"22","risky","claim","46","blue-37","red-130","safe","risky","525","bandit-task","29","1006940","0.0-28.0","21496","low"
"23","risky","claim","36","blue-37","red-130","safe","risky","2301","bandit-task","30","1012641","0.0-29.0","21496","low"
"24","safe","claim","50","blue-37","red-130","safe","risky","1408","bandit-task","31","1017152","0.0-30.0","21496","low"
"25","safe","claim","51","blue-37","red-130","safe","risky","1561","bandit-task","32","1021948","0.0-31.0","21496","low"
"26","safe","claim","51","blue-37","red-130","safe","risky","1529","bandit-task","33","1026918","0.0-32.0","21496","low"
"27","risky","claim","72","blue-37","red-130","safe","risky","1184","bandit-task","34","1031890","0.0-33.0","21496","low"
"28","risky","claim","85","blue-37","red-130","safe","risky","4336","bandit-task","35","1039417","0.0-34.0","21496","low"
"29","safe","claim","50","blue-37","red-130","safe","risky","1173","bandit-task","36","1043864","0.0-35.0","21496","low"
"30","risky","claim","62","blue-37","red-130","safe","risky","531","bandit-task","37","1048714","0.0-36.0","21496","low"
"31","safe","claim","50","blue-37","red-130","safe","risky","2763","bandit-task","38","1054741","0.0-37.0","21496","low"
"32","safe","claim","49","blue-37","red-130","safe","risky","2147","bandit-task","39","1059845","0.0-38.0","21496","low"
