"trial","choice","action","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"0","risky","observe","67","red-50","blue-15","safe","risky","8618","bandit-task","7","221458","0.0-6.0","20625","low"
"1","risky","claim","57","red-50","blue-15","safe","risky","1368","bandit-task","8","227672","0.0-7.0","20625","low"
"2","safe","claim","50","red-50","blue-15","safe","risky","1066","bandit-task","9","234428","0.0-8.0","20625","low"
"3","risky","claim","71","red-50","blue-15","safe","risky","2532","bandit-task","10","241575","0.0-9.0","20625","low"
"4","risky","claim","25","red-50","blue-15","safe","risky","1339","bandit-task","11","247299","0.0-10.0","20625","low"
"5","safe","claim","49","red-50","blue-15","safe","risky","714","bandit-task","12","252702","0.0-11.0","20625","low"
"6","risky","claim","27","red-50","blue-15","safe","risky","1416","bandit-task","13","270846","0.0-12.0","20625","low"
"7","risky","claim","82","red-50","blue-15","safe","risky","1839","bandit-task","14","277249","0.0-13.0","20625","low"
"8","safe","claim","48","red-50","blue-15","safe","risky","969","bandit-task","15","282708","0.0-14.0","20625","low"
"9","risky","claim","85","red-50","blue-15","safe","risky","1155","bandit-task","16","288938","0.0-15.0","20625","low"
"10","safe","claim","50","red-50","blue-15","safe","risky","1254","bandit-task","17","294846","0.0-16.0","20625","low"
"11","risky","claim","48","red-50","blue-15","safe","risky","950","bandit-task","18","299856","0.0-17.0","20625","low"
"12","safe","claim","50","red-50","blue-15","safe","risky","948","bandit-task","19","307447","0.0-18.0","20625","low"
"13","risky","claim","33","red-50","blue-15","safe","risky","858","bandit-task","20","312446","0.0-19.0","20625","low"
"14","safe","claim","50","red-50","blue-15","safe","risky","1055","bandit-task","21","317981","0.0-20.0","20625","low"
"15","risky","claim","76","red-50","blue-15","safe","risky","966","bandit-task","22","323500","0.0-21.0","20625","low"
"16","safe","claim","49","red-50","blue-15","safe","risky","1082","bandit-task","23","328987","0.0-22.0","20625","low"
"17","risky","claim","63","red-50","blue-15","safe","risky","892","bandit-task","24","335945","0.0-23.0","20625","low"
"18","safe","claim","50","red-50","blue-15","safe","risky","1040","bandit-task","25","341218","0.0-24.0","20625","low"
"19","risky","claim","11","red-50","blue-15","safe","risky","1012","bandit-task","26","346527","0.0-25.0","20625","low"
"20","safe","claim","47","red-50","blue-15","safe","risky","1042","bandit-task","27","376858","0.0-26.0","20625","low"
"21","risky","claim","39","red-50","blue-15","safe","risky","995","bandit-task","28","382209","0.0-27.0","20625","low"
"22","safe","claim","50","red-50","blue-15","safe","risky","727","bandit-task","29","387169","0.0-28.0","20625","low"
"23","risky","claim","70","red-50","blue-15","safe","risky","1034","bandit-task","30","392953","0.0-29.0","20625","low"
"24","safe","claim","51","red-50","blue-15","safe","risky","701","bandit-task","31","397623","0.0-30.0","20625","low"
"25","risky","claim","63","red-50","blue-15","safe","risky","1061","bandit-task","32","402973","0.0-31.0","20625","low"
"26","safe","claim","49","red-50","blue-15","safe","risky","1231","bandit-task","33","408912","0.0-32.0","20625","low"
"27","risky","claim","84","red-50","blue-15","safe","risky","1149","bandit-task","34","414294","0.0-33.0","20625","low"
"28","risky","claim","33","red-50","blue-15","safe","risky","1077","bandit-task","35","419190","0.0-34.0","20625","low"
"29","safe","claim","50","red-50","blue-15","safe","risky","2131","bandit-task","36","425476","0.0-35.0","20625","low"
"30","risky","claim","75","red-50","blue-15","safe","risky","1318","bandit-task","37","433261","0.0-36.0","20625","low"
"31","safe","claim","49","red-50","blue-15","safe","risky","1320","bandit-task","38","439233","0.0-37.0","20625","low"
"32","safe","observe","49","red-50","blue-15","safe","risky","2140","bandit-task","39","445579","0.0-38.0","20625","low"
"33","risky","claim","72","red-50","blue-15","safe","risky","1073","bandit-task","40","450892","0.0-39.0","20625","low"
"34","safe","claim","50","red-50","blue-15","safe","risky","1033","bandit-task","41","455718","0.0-40.0","20625","low"
"35","risky","claim","40","red-50","blue-15","safe","risky","997","bandit-task","42","462618","0.0-41.0","20625","low"
"36","risky","claim","68","red-50","blue-15","safe","risky","826","bandit-task","43","467484","0.0-42.0","20625","low"
"37","risky","claim","35","red-50","blue-15","safe","risky","870","bandit-task","44","472722","0.0-43.0","20625","low"
"38","risky","claim","43","red-50","blue-15","safe","risky","1233","bandit-task","45","478866","0.0-44.0","20625","low"
"39","safe","claim","50","red-50","blue-15","safe","risky","949","bandit-task","46","484403","0.0-45.0","20625","low"
"40","safe","claim","50","red-50","blue-15","safe","risky","799","bandit-task","47","489670","0.0-46.0","20625","low"
"41","risky","claim","19","red-50","blue-15","safe","risky","957","bandit-task","48","498470","0.0-47.0","20625","low"
